date,description,link
"56/1992","Taloudellisesti tuettua opintovapaata koskeva yleissopimus (n:o 140).Taloudellisesti tuettua opintovapaata koskeva suositus (n:o 148)","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920056"
"53/1992","OECD:n neuvoston päätös hyödynnettävien jätteiden maan rajan ylittävien siirtojen valvonnasta [C(92)39/FINAL]","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920053"
"49/1992","Lemmikkieläinten suojelua koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920049"
"48/1992","Teuraseläinten suojelua koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920048"
"47/1992","Tuotantoeläinten suojelua koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920047"
"44/1992","Vaarallisten jätteiden maan rajan ylittävien siirtojen ja käsittelyn valvontaa koskeva Baselin yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920044"
"35/1992","Yleissopimus yksilöiden suojelusta henkilötietojen automaattisessa tietojenkäsittelyssä","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920035"
"25/1992","Yleissopimus (n:o 133), joka koskee laivaväen asuntoja aluksessa (täydentävät määräykset) Suositus (n:o 140), joka koskee laivaväen asuntojen ja eräiden muiden aluksen tilojen ilmastointia Suositus (n:o 141), joka koskee vahingollisen melun torjuntaa laivaväen asunnoissa ja työskentelytiloissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920025"
"20/1992","Sopimus Tanskan, Suomen, Norjan ja Ruotsin välillä valtakunnanrajojen yli ulottuvasta yhteistyöstä onnettomuustapauksissa ihmisiin, omaisuuteen tai ympäristöön kohdistuvien vahinkojen estämiseksi tai rajoittamiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920020"
"17/1992","Eurooppalainen sopimus kansainvälisistä pääliikenneväylistä (AGR-sopimus)","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920017"
"10/1992","Euroopan rakennustaiteellisen perinnön suojelua koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1992/19920010"
"114/1991","Sopimus kansainvälisestä energiaohjelmasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910114"
"81/1991","Eurooppalainen yleissopimus korkeakoulujen opiskelujaksojen vastaavuudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910081"
"80/1991","Eurooppalainen yleissopimus korkeakoulututkintojen akateemisesta tunnustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910080"
"78/1991","Eurooppalainen yleissopimus korkeakouluun pääsyyn oikeuttavien tutkintotodistusten vastaavuudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910078"
"77/1991","Eurooppalainen sopimus ulkomailla opiskeleville opiskelijoille maksettavan opintotuen keskeytymättömästä maksamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910077"
"76/1991","Eurooppalainen yleissopimus korkeakoulujen opiskelujaksojen yleisestä vastaavuudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910076"
"65/1991","Euroopan paikallisen itsehallinnon peruskirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910065"
"64/1991","Yleissopimus (n:o 168), joka koskee työllisyyden edistämistä ja työttömyysturvaa, 1988.Suositus (nro 176), joka koskee työllisyyden edistämistä ja työttömyysturvaa, 1988","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910064"
"62/1991","Yleissopimus vahingonkorvausvastuusta ydinaineiden merikuljetuksen yhteydessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910062"
"59/1991","Yleissopimus lapsen oikeuksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910059"
"36/1991","Sopimus Pohjoismaiden välillä virka-avusta veroasioissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910036"
"34/1991","Sopimus NORSAD-rahaston ja NORSAD-sihteeristön perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910034"
"27/1991","Sopimus Euroopan jälleenrakennus- ja kehityspankin perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910027"
"19/1991","Euroopan ihmisoikeustoimikunnan ja ihmisoikeustuomioistuimen käsittelyihin osallistuvia henkilöitä koskeva eurooppalainen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910019"
"16/1991","Eurooppalainen yleissopimus kidutuksen ja epäinhimillisen tai halventavan kohtelun tai rangaistuksen estämiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910016"
"8/1991","Väkivaltarikosten uhreille suoritettavia korvauksia koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910008"
"6/1991","Yleissopimus Euroopan ydinfysiikan tutkimusjärjestön perustamisesta ja siihen liittyvä rahoitusta koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1991/19910006"
"85/1990","Eurooppalainen yleissopimus kokeellisiin ja muihin tieteellisiin tarkoituksiin käytettävien selkärankaisten eläinten suojelemiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900085"
"82/1990","Yleissopimus avunannosta ydinonnettomuuden tai säteilyhätätilan yhteydessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900082"
"76/1990","Eurooppalainen puiteyleissopimus paikallisten ja alueellisten viranomaisten yhteistyöstä yli valtakunnan rajojen","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900076"
"71/1990","Yleissopimus (n:o 132), joka koskee palkallisia vuosilomia (muutettu 1970)","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900071"
"69/1990","Yleissopimus (n:o 47), joka koskee työajan lyhentämistä neljäänkymmeneen tuntiin viikossa","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900069"
"58/1990","Ulkomaisesta lainsäädännöstä saatavia tietoja koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900058"
"46/1990","Eurooppalainen sopimus pakolaisia koskevan vastuun siirtämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900046"
"36/1990","Eurooppalainen sopimus pakolaisten viisumivelvollisuuden poistamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900036"
"23/1990","Dopingin vastainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900023"
"18/1990","Yleissopimus ihmisoikeuksien ja perusvapauksien suojaamiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900018"
"16/1990","Eurooppalainen yleissopimus terrorismin vastustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900016"
"10/1990","Tanskan, Suomen, Islannin, Norjan ja Ruotsin välinen työympäristöä koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1990/19900010"
"88/1989","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä yhteispohjoismaisten laitosten ja niiden henkilökunnan oikeudellisesta asemasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890088"
"80/1989","Yleissopimus Euroopan neuvoston erioikeuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890080"
"72/1989","Yleissopimus ydinaineiden turvajärjestelyjä koskevista toimista","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890072"
"68/1989","Sopimus Pohjoismaiden ministerineuvoston sihteeristön ja Pohjoismaiden neuvoston puheenjohtajiston sihteeristön oikeudellisesta asemasta","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890068"
"64/1989","Yleissopimus Etelämantereen meren elollisten luonnonvarojen säilyttämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890064"
"59/1989","Kidutuksen ja muun julman, epäinhimillisen tai halventavan kohtelun tai rangaistuksen vastainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890059"
"42/1989","Sopimus Perushyödykkeiden yhteisrahaston perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890042"
"34/1989","Kansainvälisen työjärjestön työnvälityksen järjestelyä koskeva yleissopimus numero 88","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890034"
"25/1989","Yleissopimus (nro 162), joka koskee turvallisuutta asbestin käytössä, 1986","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890025"
"21/1989","Euroopan neuvoston perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890021"
"13/1989","Sopimus ruumiiden siirtämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890013"
"10/1989","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä peruskoulun aineenopettajien,käytännöllis-esteettisten aineiden opettajien ja erityisopettajien yhteisistä työmarkkinoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890010004"
"10/1989","Sopimus Tanskan, Suomen, Islannin, Norjan ja Ruotsin välillä keskiasteen oppilaitoksen (lukion ja ammatillisten oppilaitosten) aineenopettajien ja käytännöllis-esteettisten aineiden opettajien yhteisistä työmarkkinoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890010005"
"1/1989","Yleissopimus Kansainvälisen investointitakauslaitoksen perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1989/19890001"
"63/1988","Pöytäkirja Euroopan sääsatelliittijärjestön (EUMETSAT) erioikeuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880063"
"62/1988","Yleissopimus muuttavien luonnonvaraisten eläinten suojelemisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880062"
"54/1988","Pöytäkirja Euroopan tietoliikennesatelliittijärjestön (EUTELSAT) erioikeuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880054"
"51/1988","Otsonikerroksen suojelua koskeva Wienin yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880051"
"49/1988","Yleissopimus kansainvälistä tavaran kauppaa koskevista sopimuksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880049"
"47/1988","Yleissopimus kansainvälisluonteisten oikeudenkäyntien helpottamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880047"
"45/1988","Kansainvälinen sopimus kapasiteetin jakamisesta Euroopan sisäisessä säännöllisessä lentoliikenteessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880045"
"25/1988","Kansainvälinen sopimus Euroopan sisäisen säännöllisen lentoliikenteen tariffien vahvistamismenettelystä.","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880025"
"19/1988","Yleissopimus joka koskee työterveyshuoltoa, 1985 (nro 161)","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880019"
"18/1988","Yleissopimus, joka koskee työtilastoja, 1985 (n:o 160)","https://www.finlex.fi/fi/sopimukset/sopsviite/1988/19880018"
"69/1987","Kansainvälinen yleissopimus harmonoidusta tavarankuvaus- ja -koodausjärjestelmästä","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870069"
"67/1987","Yhteistä passitusmenettelyä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870067"
"65/1987","Tavarakaupan muodollisuuksien yksinkertaistamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870065"
"51/1987","Sopimus Länsipohjolan pohjoismaisen kehittämisrahaston perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870051"
"36/1987","Sopimus jäädytettyjen ja pakastettujen elintarvikkeiden Italiaan ja Italiasta ohuilla sivuseinillä varustetulla kalustolla tapahtuvaa kuljettamista koskevista säännöistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870036"
"19/1987","Maailman kulttuuri- ja luonnonperinnön suojelemista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870019"
"13/1987","Yleissopimus tuomittujen siirtämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870013"
"11/1987","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan välillä Pohjoismaiden kansalaisten oikeudesta käyttää omaa kieltään muussa pohjoismaassa","https://www.finlex.fi/fi/sopimukset/sopsviite/1987/19870011"
"98/1986","Yleissopimus ydinonnettomuuden pikaisesta ilmoittamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860098"
"89/1986","Vuoden 1979 kansainvälinen yleissopimus etsintä- ja pelastuspalvelusta merellä","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860089"
"85/1986","Pöytäkirja merenkulun tietoliikenteen kansainvälisen tekokuujärjestön (INMARSATin) erioikeuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860085"
"84/1986","Panaman kanavan pysyvää puolueettomuutta ja käyttöä koskevaan sopimukseen liittyvä pöytäkirja.","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860084"
"82/1986","Vuoden 1976 yleissopimus merioikeudellisia vaateita koskevan vastuun rajoittamisesta.","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860082"
"72/1986","Vuoden 1973 pöytäkirja väliintulosta aavalla merellä muista aineista kuin öljystä johtuvissa pilaantumistapauksissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860072"
"67/1986","Kaikkinaisen naisten syrjinnän poistamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860067"
"57/1986","Eurooppalainen sopimus sairaanhoidon antamisesta tilapäisen oleskelun aikana","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860057"
"54/1986","Euroopan sääsatelliittijärjestön ("Eumetsat") perustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860054"
"51/1986","Sopimus Tanskan, Suomen, Norjan ja Ruotsin välillä ajokortin ja ajoneuvon rekisteröinnin keskinäisestä hyväksymisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860051"
"50/1986","Kansainvälisen syöväntutkimuskeskuksen perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860050"
"48/1986","Yleissopimus linjakonferenssien käyttäytymissäännöistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860048"
"34/1986","Wienissä 8 päivänä marraskuuta 1968 allekirjoitettavaksi avattua liikennemerkkejä ja -opasteita koskevaa yleissopimusta täydentävään eurooppalaiseen sopimukseen liitettävä tiemerkintöjä käsittelevä pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860034"
"33/1986","Wienissä 8 päivänä marraskuuta 1968 allekirjoitettavaksi avattua liikennemerkkejä ja -opasteita koskevaa yleissopimusta täydentävä eurooppalainen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860033"
"32/1986","Wienissä 8 päivänä marraskuuta 1968 allekirjoitettavaksi avattua tieliikennettä koskevaa yleissopimusta täydentävä eurooppalainen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860032"
"31/1986","Liikennemerkkejä ja -opasteita koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860031"
"30/1986","Tieliikennettä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860030"
"29/1986","Yleissopimus Euroopan luonnonvaraisen kasviston ja eläimistön sekä niiden elinympäristön suojelusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860029"
"24/1986","Yleissopimus (n:o 159), joka koskee ammatillista kuntoutusta ja työllistämistä (vajaakuntoiset henkilöt), 1983","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860024"
"23/1986","Yleissopimus (n:o 155), joka koskee työturvallisuutta ja työterveyttä, 1981","https://www.finlex.fi/fi/sopimukset/sopsviite/1986/19860023"
"64/1985","Tavaroiden rajatarkastusten yhdenmukaistamista koskeva kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850064"
"56/1985","Budapestin sopimus mikro-organismien tallettamisen kansainvälisestä tunnustamisesta patentinhakumenettelyä varten","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850056"
"52/1985","Yhdistyneiden kansakuntien teollisen kehityksen järjestön (UNIDO) perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850052"
"48/1985","Yleissopimus Euroopan tietoliikennesatelliittijärjestön EUTELSATin perustamisesta ja siihen liittyvä toimintasopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850048"
"47/1985","Sopimus tulliasiakirjojen käytöstä suorassa kuorma-autoliikenteessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850047"
"45/1985","Yleissopimus ulkomaisten yleisten asiakirjojen laillistamisvaatimuksen poistamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850045"
"37/1985","Sopimus Euroopan molekyylibiologian laboratorion perustamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850037"
"32/1985","Internationell konvention om ömsesidigt administrativt bistånd för att förhindra, utreda och beivra tullbrott","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850032"
"9/1985","Pöytäkirja Brysselissä 25 päivänä elokuuta 1924 allekirjoitetun eräiden yhteisten konossementtimääräysten vahvistamisesta tehdyn kansainvälisen yleissopimuksen muuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850009"
"4/1985","Kansainvälisiä rautatiekuljetuksia koskeva yleissopimus (COTIF)","https://www.finlex.fi/fi/sopimukset/sopsviite/1985/19850004"
"46/1984","Afrikan kehityspankin perustamissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1984/19840046"
"40/1984","Sopimus kannettavien ampuma-aseiden tarkastusleimojen vastavuoroisesta hyväksymisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1984/19840040"
"31/1984","Etelämannerta koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1984/19840031"
"23/1984","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan välillä peruskoulun luokanopettajien yhteispohjoismaisista työmarkkinoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1984/19840023"
"22/1984","Kansainvälinen merenkulkijoiden koulutusta, pätevyyskirjoja,ja vahdinpitoa koskeva vuoden 1978 yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1984/19840022"
"76/1983","Keskitetysti hyväksyttyjen rakennustuotteiden ja virallisen tarkastusjärjestelmän vastavuoroista hyväksymistä koskevat pohjoismaiset suuntaviivat","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830076"
"72/1983","Yleissopimus (n:o 156), joka koskee perheenhuoltovelvollisuuksia omaavien mies- ja naistyöntekijöiden samanlaisia mahdollisuuksia ja yhdenvertaista kohtelua","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830072"
"71/1983","Yleissopimus (n:o 154), joka koskee kollektiivisen neuvottelumenettelyn edistämistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830071"
"66/1983","Linja-autoilla tapahtuvaa satunnaista kansainvälistä matkustajaliikennettä koskeva sopimus (ASOR)","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830066"
"64/1983","Yleissopimus tiettyjen sellaisten tavanomaisten aseiden käytön kielloista tai rajoituksista, joiden voidaan katsoa aiheuttavan tarpeettoman vakavia vammoja tai olevan vaikutuksiltaan umpimähkäisiä.Pöytäkirja havaitsemattomista sirpaleista (I pöytäkirja).Pöytäkirja miinojen, ansojen ja muiden taistelulaitteiden käyttöä koskevista kielloista tai rajoituksista (II pöytäkirja).Pöytäkirja polttoaseiden käyttöä koskevista kielloista tai rajoituksista (III pöytäkirja).","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830064"
"56/1983","Kansainvälinen yleissopimus esittävien taiteilijoiden,äänitteiden valmistajien sekä radioyritysten suojaamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830056"
"51/1983","Alusten aiheuttaman meren pilaantumisen ehkäisemisestä vuonna 1973 tehtyyn kansainväliseen yleissopimukseen liittyvä vuoden 1978 pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830051"
"39/1983","Sopimus Pohjoismaiden yhteisistä työmarkkinoista (sisältää pöytäkirjan)","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830039"
"38/1983","Kansainvälinen yleissopimus panttivankien ottamista vastaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830038"
"35/1983","Yleissopimus elatusapua koskevien päätösten tunnustamisesta ja täytäntöönpanosta","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830035"
"31/1983","Sopimus Suomen, Islannin, Norjan, Ruotsin ja Tanskan viranomaisten ja laitosten välisestä yhteistyöstä ammatillisen kuntoutuksen ja työllisyyskoulutuksen alalla","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830031"
"28/1983","Kontteja koskeva vuoden 1972 tulliyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830028"
"15/1983","Valtiosta toiseen tapahtuvaa ilman epäpuhtauksien kaukokulkeutumista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830015"
"9/1983","Valaanpyynnin säätelyä koskeva kansainvälinen yleissopimus (muutettu 19.11.1956 tehdyllä pöytäkirjalla)","https://www.finlex.fi/fi/sopimukset/sopsviite/1983/19830009"
"43/1982","Suomen, Islannin, Norjan, Ruotsin ja Tanskan välinen sopimus keskinäisestä avunannosta tulliasioissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1982/19820043"
"34/1982","Euroopan farmakopean laatimista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1982/19820034"
"31/1982","Vuoden 1969 kansainvälinen aluksenmittausyleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1982/19820031"
"19/1982","Yleissopimus (n:o 152), joka koskee työturvallisuutta ja -terveyttä satamatyössä","https://www.finlex.fi/fi/sopimukset/sopsviite/1982/19820019"
"11/1982","Euroopan alueen valtioiden korkeakouluopintojen,tutkintojen ja oppiarvojen tunnustamista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1982/19820011"
"48/1981","Helposti pilaantuvien elintarvikkeiden kansainvälisiä kuljetuksia ja tällaisissa kuljetuksissa käytettävää erityiskalustoa koskeva sopimus (ATP)","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810048"
"47/1981","Kulttuuriomaisuuden säilyttämisen ja entistämisen kansainvälisen tutkimuskeskuksen perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810047"
"42/1981","Pöytäkirja INTELSAT´in erioikeuksista,vapautuksista ja vapauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810042"
"33/1981","Sopimus matkatavaran verotuksesta Suomen, Norjan,Ruotsin ja Tanskan välisessä matkustajaliikenteessä sekä lentoasemalla tapahtuvasta verovapaasta myynnistä näissä valtioissa","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810033"
"29/1981","Keskinäistä oikeusapua rikosasioissa koskeva eurooppalainen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810029"
"15/1981","Yleissopimus (n:o 151), joka koskee julkisen sektorin järjestäytymisoikeuden suojelua ja palvelussuhteen ehtojen määräämismenettelyä","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810015"
"14/1981","Yleissopimus (n:o 150), joka koskee työasiainhallinnon roolia, tehtäviä ja organisaatiota","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810014"
"11/1981","Kansainvälinen yleissopimus ihmishengen turvallisuudesta merellä, 1974","https://www.finlex.fi/fi/sopimukset/sopsviite/1981/19810011"
"81/1980","Elokuun 12 päivänä 1949 tehtyjen Geneven yleissopimusten lisäpöytäkirja kansainvälisten aseellisten selkkausten uhrien suojelemisesta (I pöytäkirja) Elokuun 12 päivänä 1949 tehtyjen Geneven yleissopimusten lisäpöytäkirja kansainvälistä luonnetta vailla olevien aseellisten selkkausten uhrien suojelemisesta (II pöytäkirja)","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800081"
"58/1980","Patenttiyhteistyösopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800058"
"49/1980","Konsulisuhteita koskeva Wienin yleissopimus. Kansalaisuuden saamista koskeva valinnainen pöytäkirja. Erimielisyyksien pakollista ratkaisemista koskeva valinnainen pöytäkirja.","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800049"
"42/1980","Maksutonta oikeudenkäyntiä tarkoittavien hakemusten toimittamista koskeva eurooppalainen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800042"
"32/1980","Valtiosopimusoikeutta koskeva Wienin yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800032"
"29/1980","Sopimus EFTA-maiden ja Espanjan välisen sopimuksen voimassaolosta Liechtensteinin ruhtinaskunnan osalta","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800029"
"26/1980","Yleissopimus (n:o 149), joka koskee sairaanhoitohenkilöstön työtä sekä työ- ja elinoloja","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800026"
"25/1980","Yleissopimus (n:o 148), joka koskee työntekijöiden suojaamista työympäristössä esiintyvien ilman epäpuhtauksien, melun ja tärinän aiheuttamilta vaaroilta","https://www.finlex.fi/fi/sopimukset/sopsviite/1980/19800025"
"52/1979","Yleissopimus (n:o 144), joka koskee kolmikantaneuvotteluja, joiden tarkoituksena on edistää työtä koskevien kansainvälisten normien noudattamista","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790052"
"51/1979","Sopimus (n:o 115), joka koskee työntekijäin suojaamista ionisoivalta säteilyltä","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790051"
"40/1979","Merenkulun tietoliikenteen kansainvälistä tekokuujärjestöä (INMARSAT) koskeva yleissopimus ja toimintasopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790040"
"33/1979","Yleissopimus jätteen ja muun aineen mereen laskemisen aiheuttaman meren pilaantumisen ehkäisemisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790033"
"23/1979","Sopimus vaarallisten tavaroiden kansainvälisistä tiekuljetuksista (ADR)","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790023"
"1/1979","Sopimus Norjan, Ruotsin, Suomen ja Tanskan välillä kunnallisesta yhteistyöstä yli pohjoismaisten valtakunnanrajojen","https://www.finlex.fi/fi/sopimukset/sopsviite/1979/19790001"
"62/1978","Kansainvälistä suojelua nauttivia henkilöitä vastaan, mukaan lukien diplomaattiset edustajat, kohdistuvien rikosten ehkäisemistä ja rankaisemista koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780062"
"60/1978","Yleissopimus ympäristön muuttamismenetelmien sotilaallisen tai muun vihamielisen käytön kieltämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780060"
"46/1978","Yleissopimus (n:o 142), joka koskee ammatinvalinnanohjauksen ja ammattikoulutuksen osuutta kehitettäessä inhimillisiä voimavaroja","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780046"
"45/1978","Yleissopimus (n:o 141), joka koskee maaseudun työntekijäjärjestöjä ja niiden osuutta taloudellisessa ja sosiaalisessa kehityksessä","https://www.finlex.fi/fi/sopimukset/sopsviite/1978/19780045"
